Company Name,Service Partner,Address,Phone Number,Fax,Email,Website,LKW-Service,Bus-Service,MAN Van-Service,Schiffsmotoren-Service,Industriemotoren-Service,LKW-Verkauf,Bus-Verkauf,MAN Van-Verkauf,Schiffsmotoren-Verkauf,Industriemotoren-Verkauf,LKW-MAN_TopUsed,Bus-MAN_TopUsed,MAN Van-MAN_TopUsed,Schiffsmotoren-MAN_TopUsed,Industriemotoren-MAN_TopUsed,LKW-BusTopService,Bus-BusTopService,MAN Van-BusTopService,Schiffsmotoren-BusTopService,Industriemotoren-BusTopService,LKW-eMobility,Bus-eMobility,MAN Van-eMobility,Schiffsmotoren-eMobility,Industriemotoren-eMobility,Mitarbeiter-Name,Mitarbeiter-Position,Mitarbeiter-Contact
Company Name,Service Partner,Address,Phone Number,Fax,Email,Website,LKW-Service,Bus-Service,MAN Van-Service,Schiffsmotoren-Service,Industriemotoren-Service,LKW-Verkauf,Bus-Verkauf,MAN Van-Verkauf,Schiffsmotoren-Verkauf,Industriemotoren-Verkauf,LKW-MAN_TopUsed,Bus-MAN_TopUsed,MAN Van-MAN_TopUsed,Schiffsmotoren-MAN_TopUsed,Industriemotoren-MAN_TopUsed,LKW-BusTopService,Bus-BusTopService,MAN Van-BusTopService,Schiffsmotoren-BusTopService,Industriemotoren-BusTopService,LKW-eMobility,Bus-eMobility,MAN Van-eMobility,Schiffsmotoren-eMobility,Industriemotoren-eMobility,Mitarbeiter-Name,Mitarbeiter-Position,Mitarbeiter-Contact
AUTO JOSEF THUM GES.M.B.H,Servicepartner,"Peggetzstr. 10, 9900 Lienz / Osttirol, Österreich, , ",+43 (4852)633 33,+43 (4852) 633 33 23,info@thum.at,http://www.thum.at,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Rene Falkner,Ersatzteilverkauf,"Telefon: +43 (4852) 63333 22 ,                Mobil: - ,                Fax: +43 (4852) 63333 33 ,                E-Mail: ersatzteile@thum.at ,            ",Andreas Fasching,Leiter Teile und ZubehörErsatzteilverkauf,"Telefon: +43 (4852) 633 33 22 ,                Mobil: - ,                Fax: +43 (4852) 633 33 23 ,                E-Mail: ersatzteile@thum.at ,            ",Herbert Joas,Auftragszentrum Service,"Telefon: +43 (4852) 63333 10 ,                Mobil: - ,                Fax: +43 (4852) 633 33 23 ,                E-Mail: info@thum.at ,            ",Anton Thum,Geschäftsführer,"Telefon: +43 (4852) 633 33 ,                Mobil: - ,                Fax: +43 (4852) 633 33 23 ,                E-Mail: info@thum.at ,            ",Sebastian Warscher,WerkstattmeisterServiceberaterLeiter Werkstatt,"Telefon: +43 (4852) 633 33 34 ,                Mobil: - ,                Fax: +43 (4852) 633 33 23 ,                E-Mail: lkw@thum.at ,            "
AUTOHAUS BIDMON GMBH & CO KG,Servicepartner,"Kobenzer Straße 12, 8723 Kobenz, Österreich, , ",+43 (3512)828 80,+43 (3512) 828 80 21,man@bidmon.at,http://www.opel-bidmon.at,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Martin Feldbaumer,Werkstattmeister,"Telefon: +49 (3512) 82880 - 28 ,                Mobil: - ,                Fax: +43 (3512) 828 80 21 ,                E-Mail: man@bidmon.at ,            ",Peter Maitz,Leiter Teile und Zubehör,"Telefon: +49 (3512) 82880 - 34 ,                Mobil: - ,                Fax: +43 (3512) 828 80 21 ,                E-Mail: man@bidmon.at ,            ",Franz Gruber,Pannenmonteur,"Telefon: +49 (3512) 82880 - 28 ,                Mobil: - ,                Fax: +43 (3512) 828 80 21 ,                E-Mail: man@bidmon.at ,            ",Herbert Bidmon,Geschäftsführer,"Telefon: +43 (3512) 82880 ,                Mobil: - ,                Fax: +43 (3512) 828 80 21 ,                E-Mail: man@bidmon.at ,            ",Sieglinde Stradner,Leiter Teile und Zubehör,"Telefon: +43 (3512) 828 80 20 ,                Mobil: - ,                Fax: +43 (3512) 828 80 21 ,                E-Mail: man@bidmon.at ,            ",Helmut Bürßner,Leiter Werkstatt,"Telefon: +43 (3512) 828 80 28 ,                Mobil: - ,                Fax: +43 (3512) 828 60 21 ,                E-Mail: man@bidmon.at ,            ",Annemarie Bidmon,Geschäftsführer,"Telefon: +43 (3512) 82880 ,                Mobil: - ,                Fax: +43 (3512) 828 80 21 ,                E-Mail: man@bidmon.at ,            ",Markus Reicher,Ersatzteilverkauf,"Telefon: +43 (3512) 828 80 36 ,                Mobil: - ,                Fax: +43 (3512) 828 80 21 ,                E-Mail: man@bidmon.at ,            "
AUTOHAUS GROHS GMBH,Servicepartner,"St. Thomaser-Straße 8, 9400 Wolfsberg, Österreich, , ",+43 (4352)30 427,+43 (4352)30 42720,erich.traussnig@auto-grohs.at,http://www.auto-grohs.at,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Erich Traussnig,Leiter WerkstattWerkstattmeister LKW,"Telefon: +43 (4352)30 427 25  ,                Mobil: - ,                Fax: +43 (4352)30 42720 ,                E-Mail: erich.traussnig@auto-grohs.at ,            ",Christoph Grohs,Geschäftsführer,"Telefon: +43 (4352)30 427 ,                Mobil: - ,                Fax: +43 (4352)30 42720 ,                E-Mail: christoph.grohs@auto-grohs.at ,            ",Anton Jörl,Leiter Teile und ZubehörMA Ersatzteilverkauf LKW,"Telefon: +43 (4352)30 427 17  ,                Mobil: - ,                Fax: +43 (4352)30 42720 ,                E-Mail: anton.joerl@auto-grohs.at ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43 (664) 4140437 ,                Mobil: +43 (664) 4140437 ,                Fax: +43 (2235) 200 175 ,                E-Mail: alexander.holzeis@man.eu ,            "
AUTOHAUS W. HAIDACHER KG,Servicepartner,"Umfahrungsstraße 1, 6280 Zell am Ziller, Österreich, , ",+43 (5282)31 12,+43 (5282) 31 12 14,info@haidacher.at,,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Werner Geisler,Leiter Werkstatt,"Telefon: +43 (5282) 31 12 27 ,                Mobil: - ,                Fax: +43 (5282) 31 12 14 ,                E-Mail: lkw@haidacher.at ,            ",Florian Eberharter,Leiter Teile und Zubehör,"Telefon: +43 (5282) 3112 15 ,                Mobil: - ,                Fax: +43 (5282) 3112 14 ,                E-Mail: lager@haidacher.at ,            ",Werner Haidacher,Geschäftsführer,"Telefon: +43 (5282) 3112 ,                Mobil: - ,                Fax: +43 (5282) 3112 14 ,                E-Mail: info@haidacher.at ,            ",Franz Haidacher,Geschäftsführer,"Telefon: +43 (5282) 3112 ,                Mobil: - ,                Fax: +43 (5282) 3112 14 ,                E-Mail: info@haidacher.at ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43(664)4140437 ,                Mobil: +43(664)4140437 ,                Fax: +43(2235)200-155 ,                E-Mail: alexander.holzeis@man.eu ,            "
BERGER TRUCK SERVICE GMBH,Servicepartner,"Gewerbepark 16, 6300 Wörgl, Österreich, , ",+43 (5332) 77403,+43 (5332) 77403-36,service@berger-truckservice.com,,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Manfred Mohn,Geschäftsführer,"Telefon: +43(0)53327740339 ,                Mobil: - ,                Fax: +43(0)53327740336 ,                E-Mail: m.mohn@berger-truckservice.com ,            ",Christian Nunner,Werkstattmeister,"Telefon: +43(0)53327740331 ,                Mobil: - ,                Fax: +43(0)53327740336 ,                E-Mail: c.nunner@berger-truckservice.com ,            ",Stefan Ortner,Leiter Teile und ZubehörErsatzteilverkauf,"Telefon: +43(0)53327740340 ,                Mobil: - ,                Fax: +43(0)53327740382 ,                E-Mail: s.ortner@berger-truckservice.com ,            ",Sebastian Pal,Werkstattmeister,"Telefon: +43(0)53327740346 ,                Mobil: - ,                Fax: +43(0)53327740336 ,                E-Mail: s.pal@berger-truckservice.com ,            "
FRAGNER KFZ-GMBH,Servicepartner,"Wiener Straße 44, 3550 Langenlois, Österreich, , ",+43 (2734) 44 88,+43 (2734) 44 88 30,fragner@fragnerkfz.at,http://www.fragnerkfz.at,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Manfred Salzbauer,ErsatzteilverkaufLeiter Teile und Zubehör,"Telefon: +43 (2734) 44 88 - 26 ,                Mobil: - ,                Fax: +43 (2734) 44 88 - 30 ,                E-Mail: fragner@fragnerkfz.at ,            ",Franz Feyrter,WerkstattmeisterPannenmonteur,"Telefon: +43 (2734) 44 88 33 ,                Mobil: - ,                Fax: +43 (2734) 44 88 30 ,                E-Mail: werkstatt@fragnerkfz.at ,            ",Walter Grohmann,Geschäftsführer,"Telefon: +43 (2734) 4488 22 ,                Mobil: - ,                Fax: +43 (2734) 44 88 30 ,                E-Mail: fragner@fragnerkfz.at ,            "
FRANZ & GÜNTHER HOFBAUER GMBH,Servicepartner,"Aspernstrasse 33, 1220 Wien, Österreich, , ",+43 (1)285 29 19,+43 (1) 285 29 19 20,c.hofbauer@lkw-hofbauer.at,http://www.lkw-hofbauer.at,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Günther Sandt,MA Ersatzteilverkauf LKWLeiter Teile und Zubehör,"Telefon: +43 (1) 285 29 19 15 ,                Mobil: - ,                Fax: +43 (1) 285 29 19 20 ,                E-Mail: sandt@lkw-hofbauer.at ,            ",Franz Hofbauer,Leiter Werkstatt,"Telefon: +43 (1) 285 29 19 12 ,                Mobil: - ,                Fax: +43 (1) 285 29 19 20 ,                E-Mail: c.hofbauer@lkw-hofbauer.at ,            ",Christian Hofbauer,Geschäftsführer,"Telefon: +43 (1) 285 29 19 ,                Mobil: - ,                Fax: +43 (1) 285 29 19 20 ,                E-Mail: c.hofbauer@lkw-hofbauer.at ,            ",Christian Kellner,Serviceassistenz,"Telefon: +43 (1) 285 29 19 13 ,                Mobil: - ,                Fax: +43 (1) 285 29 19 20 ,                E-Mail: kellner@lkw-hofbauer.at ,            ",Bernd Zehender,MA Reparaturannahme LKW,"Telefon: +43 (1) 285 29 19 12 ,                Mobil: - ,                Fax: +43 (1) 285 29 19 20 ,                E-Mail: zehender@lkw-hofbauer.at ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43 (664) 4140437 ,                Mobil: +43 (664) 4140437 ,                Fax: +43 (2235) 200 175 ,                E-Mail: alexander.holzeis@man.eu ,            ",Kropac Karl,Serviceberater,"Telefon: +43(1)285291912 ,                Mobil: - ,                Fax: +43(1)285291920 ,                E-Mail: Kropac@lkw-hofbauer.at ,            "
GOTTFRIED KAPPEL GES.M.B.H.,Servicepartner,"Mariasdorf 131, 7433 Mariasdorf, Österreich, , ",+43 (3353)78 78,+43 (3353) 78 78 16,man@kappel.at,http://www.kappel.at,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Martina Karner,MA Innendienst LKW,"Telefon: +43 (3353) 7878 14 ,                Mobil: - ,                Fax: +43 (3353) 7878 16 ,                E-Mail: martina.karner@kappel.at ,            ",Manfred Weber,MA Ersatzteilverkauf LKWLeiter Teile und Zubehör,"Telefon: +43 (3353) 7878 24 ,                Mobil: +43 (664) 855 90 49 ,                Fax: +43 (3353) 7878 16 ,                E-Mail: lager@kappel.at ,            ",Ing. Gottfried Kappel,Geschäftsführer,"Telefon: +43 (3353) 7878 ,                Mobil: +43 (664) 358 97 22 ,                Fax: +43 (3353) 7878 16 ,                E-Mail: man@kappel.at ,            ",Dieter Horvath,MA Ersatzteilverkauf LKW,"Telefon: +43 (3353) 7878 38 ,                Mobil: +43 (664) 518 48 66 ,                Fax: +43 (3353) 7878 16 ,                E-Mail: lager@kappel.at ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43 (664) 4140437 ,                Mobil: +43 (664) 4140437 ,                Fax: +43 (2235) 200 175 ,                E-Mail: alexander.holzeis@man.eu ,            ",Michael Kappel,Pannenmonteur LKWWerkstattmeister,"Telefon: +43 (3353) 7878 34 ,                Mobil: +43 (664) 450 39 21 ,                Fax: +43 (3353) 7878 16 ,                E-Mail: meister@kappel.at ,            ",Josef Parrer,Werkstattmeister,"Telefon: +43 (3353) 7878 39 ,                Mobil: +43 (664) 8860 5896 ,                Fax: +43 (3353) 7878 16 ,                E-Mail: josef.parrer@kappel.at ,            "
